-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
"('great', 0.007479670302021527)","('coffee', 0.05304484409254614)","('tea', 0.06402606167665062)","('orange', 0.03370449657363336)","('chips', 0.0675764957855293)","('dog', 0.03061384871183665)","('almonds', 0.04846815688242131)","('cookies', 0.06685560124480674)","('bars', 0.06186749004658777)","('price', 0.02468830049928009)","('kcups', 0.03657172689740225)","('cereal', 0.06719548910889575)","('dog', 0.04925700216603266)","('candy', 0.0408588590150654)","('cat', 0.04630557044312725)","('crackers', 0.07548650257860942)","('smell', 0.01948130248705721)","('china', 0.04815496410812414)","('butter', 0.08278911894996253)","('salt', 0.09819119834395078)","('cocoa', 0.04915141745158172)","('popcorn', 0.12749026509556488)","('sauce', 0.07029990419550838)","('syrup', 0.06887371727349309)","('pork', 0.07159989729893569)","('soup', 0.09444346008886513)","('product', 0.03280295210632181)","('gluten', 0.06228424559653403)","('noodles', 0.07936418175820487)","('rice', 0.0940241055168755)","('sugar', 0.06311445337915818)","('cake', 0.07644702612924105)","('beans', 0.10115473153718954)","('baby', 0.04092480561679626)","('energy', 0.0836463394666624)","('water', 0.0827996034726738)","('pancakes', 0.051390667476068255)","('protein', 0.0645771710741921)","('coconut', 0.0856560213022934)","('snacks', 0.041753896726176784)","('cans', 0.056467636126835766)","('roses', 0.03352118705477436)","('pasta', 0.12197265376744465)","('jerky', 0.11033071846805888)","('bread', 0.09453507138800835)","('calories', 0.0423704607325184)","('hot', 0.05176648140206459)","('decaf', 0.09050042105454097)","('snack', 0.058615232004197715)","('honey', 0.08715363874269454)","('licorice', 0.09738438555053441)","('chocolate', 0.06098130292826502)","('stevia', 0.07679444533305944)","('olive', 0.07727964103172964)","('gum', 0.11423456048127875)","('indian', 0.05667231106805537)","('seeds', 0.11896375915603018)","('crystal light', 0.04003972585353481)","('cheese', 0.07787658385470039)","('vanilla', 0.06863201624201516)","('price', 0.0443077303505961)","('lavender', 0.04112366258596834)","('truffle', 0.08879950733491641)","('oatmeal', 0.07559421480702991)","('granola', 0.09380963477891702)","('earths', 0.05362779503527063)","('plant', 0.09560759828968493)","('milk', 0.08851756601989169)","('coconut', 0.0970596757899861)","('stores happy', 0.026285577927770577)","('strawberries', 0.05041927836087731)","('gluten', 0.07785646350879155)","('icicle', 0.05421138251886052)","('tuna', 0.09640892845937325)","('sardines', 0.11951586195732677)","('keurig', 0.060558704994020655)","('stool', 0.035598850693958226)","('ginger', 0.15639739841421296)","('pickles', 0.05748126856660283)","('pretzels', 0.133203908197455)","('pineapple', 0.0700748721251615)","('pumpkin', 0.12254797638761977)","('kona', 0.1786866429519597)","('lays', 0.05832864105776142)","('cookies', 0.02673851890940575)","('peppercorns', 0.050272278186066145)","('dressing', 0.1153882711283773)","('hemp', 0.10926309703639576)","('chili', 0.15868428062289006)","('chocolate', 0.06571756864229064)"
"('good', 0.006780465970385805)","('cup', 0.012200892516441391)","('teas', 0.015829395087384294)","('juice', 0.0330962563115985)","('kettle', 0.021403037588684736)","('dogs', 0.02651315717214485)","('nuts', 0.04010991815940424)","('cookie', 0.030462529079860908)","('bar', 0.04094063809593548)","('grocery', 0.02074532508296939)","('coffee', 0.03282192569415819)","('cereals', 0.027546766950588327)","('food', 0.03912761914052238)","('wrappers', 0.017762927792973757)","('cats', 0.04471256993891419)","('cracker', 0.04109105660883449)","('product', 0.018203897360472628)","('treats', 0.034402399996562076)","('peanut', 0.07839030434764024)","('table', 0.03201971645718337)","('hot', 0.044317890102893845)","('theater', 0.022213054429413407)","('spicy', 0.03262111698796114)","('maple', 0.04577191873665596)","('rinds', 0.04894810074123966)","('soups', 0.022191273948053078)","('company', 0.026327973280811445)","('gluten free', 0.0543805085714773)","('ramen', 0.021758650250393658)","('quinoa', 0.030208363425604564)","('product', 0.01340806485629206)","('frosting', 0.035290136729114345)","('vanilla', 0.05226397179458253)","('baby food', 0.023766784024201255)","('energy drinks', 0.03321860935227565)","('bottle', 0.036626532156461)","('bisquick', 0.037633612380132415)","('powder', 0.02658580675900827)","('coconut water', 0.055429667376135326)","('snack', 0.03143743535129518)","('tomatoes', 0.03899539798519807)","('arrived', 0.02194952309719829)","('regular pasta', 0.016454455141948085)","('beef', 0.0466350880560582)","('flour', 0.0529674665065677)","('bar', 0.02793085736168538)","('cocoa', 0.0498932632168307)","('coffee', 0.032659342714994)","('healthy', 0.02923460148544625)","('raw honey', 0.033173608991870385)","('pomegranate', 0.04293286314154587)","('gbr', 0.0321613878639776)","('truvia', 0.02999790921038678)","('oil', 0.06766650835492248)","('mints', 0.0339207533253756)","('curry', 0.05313029162630191)","('sunflower', 0.051581733508116845)","('crystal', 0.039651861342110066)","('mac', 0.03192850708318703)","('cream', 0.05151927970149521)","('shipping', 0.0297138340592897)","('cooking', 0.027883165521795133)","('truffles', 0.0726492637607295)","('oats', 0.03896640061449931)","('clusters', 0.030965794948115962)","('earths best', 0.051948069176007874)","('dead', 0.03342859085056236)","('goat milk', 0.031094422770599348)","('coconut oil', 0.08613961493508389)","('amazon', 0.02479684622060264)","('goji', 0.027103738300356815)","('cookies', 0.05111896291499121)","('mic', 0.045721956766303154)","('pink salmon', 0.025297213093961622)","('bones', 0.031043404923552266)","('half', 0.03140512541069673)","('formula', 0.030869447725574095)","('ginger chews', 0.03379643524280451)","('taste', 0.035897321633068115)","('medifast', 0.039712384801135286)","('coconut', 0.03584264130699925)","('seeds', 0.05279775777045391)","('kona coffee', 0.06418179303234356)","('baked lays', 0.054991550479982616)","('price', 0.02534298204845693)","('expire', 0.040620096453732664)","('salad', 0.08142549656918582)","('nutiva', 0.04576078204386552)","('dish', 0.04513678148755891)","('dark chocolate', 0.028842605997784293)"
"('taste', 0.006406803384868838)","('coffees', 0.01152892203449425)","('green', 0.014321823216797308)","('soda', 0.030550381824383185)","('chip', 0.016863257359602393)","('treats', 0.023299890492615695)","('cashews', 0.017284431009459755)","('breakfast', 0.010427498151005556)","('snack', 0.017839966792886)","('store', 0.01993410358881512)","('keurig', 0.03171122255301283)","('fiber', 0.01548721838419677)","('dog food', 0.02782255305831034)","('box', 0.017700337168358487)","('food', 0.027738282861201464)","('graham', 0.03452540231166722)","('taste', 0.01633977427793631)","('dogs', 0.022488589331514715)","('peanut butter', 0.0673525451772939)","('sea', 0.02908924206859712)","('chocolate', 0.04229010661072096)","('movie', 0.01910647917057451)","('hot', 0.029513001896231447)","('maple syrup', 0.03737314581235945)","('pork rinds', 0.043053718464799495)","('chicken', 0.01862662075203314)","('gift', 0.025597378419163354)","('free', 0.048152313737471225)","('noodle', 0.01896155927247573)","('nori', 0.028142599755940568)","('diabetic', 0.012617846995126244)","('cakes', 0.02055344784073543)","('vanilla beans', 0.03427872089182141)","('food', 0.022104167343343917)","('caffeine', 0.02836215121427484)","('bottled', 0.023290583224379404)","('mix', 0.025760960160127303)","('protein powder', 0.019202260238784324)","('water', 0.028278799065891442)","('healthy', 0.020101996655631196)","('certified', 0.034911139401507356)","('fast', 0.020449279879555075)","('gf', 0.015039846461541913)","('beef jerky', 0.02919649615808713)","('loaf', 0.0319052055248131)","('bars', 0.021714774410732045)","('keurig', 0.040935956880488386)","('melitta', 0.021060654604930847)","('snacks', 0.02753442831147015)","('raw', 0.02912564423510286)","('black licorice', 0.035538585620409166)","('milk', 0.02377970127960866)","('sweetener', 0.017648178387897066)","('olive oil', 0.053032778264643435)","('mint', 0.023712409032513326)","('indian food', 0.04221909344375286)","('sunflower seeds', 0.03917351230978303)","('mojito', 0.02964986279918716)","('cheddar', 0.030823653313327887)","('chai', 0.04555744467711266)","('words', 0.027887586199606133)","('basil', 0.026060148604702092)","('mushrooms', 0.04504496953078848)","('oat', 0.01675966298153876)","('granola clusters', 0.02463027820276607)","('bpa', 0.042050209370812296)","('soil', 0.03043649688671456)","('goat', 0.027386489815497482)","('oil', 0.06897281160501752)","('happy', 0.02371744351269422)","('fruit', 0.026230185614652516)","('gluten free', 0.04940621406148106)","('windows', 0.045721956766303154)","('markys', 0.025297213093961622)","('skinless', 0.03079690320616654)","('keurigcom', 0.029742748449385837)","('baby', 0.027917642183697643)","('chews', 0.02683789123854074)","('35oz', 0.02212017146717184)","('regular pretzels', 0.039712384801135286)","('drink', 0.026979177751797177)","('pumpkin seeds', 0.042956591311446635)","('coffee', 0.052204983950796875)","('popchips', 0.050761431212291645)","('box', 0.02292831481308424)","('expiration date', 0.035952528742629726)","('salad dressing', 0.05184051337103886)","('hemp protein', 0.030773081399618995)","('grams', 0.028355340579052233)","('dark', 0.022297780889598467)"
"('like', 0.006331727966726537)","('roast', 0.010103251158994726)","('green tea', 0.014177532592855605)","('tangerine', 0.021860075433901546)","('potato', 0.015548115940723507)","('bully', 0.01134034850582477)","('peanuts', 0.015031079581826683)","('chocolate', 0.00977485228220555)","('protein', 0.016152977164873225)","('grocery store', 0.015272327325160925)","('kcup', 0.02541279950188622)","('eating', 0.01455624649214878)","('dogs', 0.023719659010859016)","('broken', 0.01578403146865681)","('science diet', 0.014300587653093326)","('graham crackers', 0.02383277799673586)","('smells', 0.01609114906391794)","('dog', 0.02203572850318346)","('pb2', 0.019698404960154)","('sea salt', 0.027384464817803315)","('hot chocolate', 0.036906555046642926)","('popper', 0.018086617430563213)","('hot sauce', 0.024996075119958282)","('bottles', 0.0200092726101564)","('microwave', 0.03456546766155517)","('sodium', 0.014375317110339894)","('item', 0.02420731936317727)","('ghee', 0.03004374438376399)","('thai', 0.01364716386398538)","('sushi', 0.023807509786352175)","('just', 0.01207619913947737)","('cake mix', 0.01885718529886862)","('bean', 0.0264194637080761)","('earths best', 0.02122089525361825)","('drinks', 0.027891964019202155)","('bottled water', 0.02021652531418926)","('pancake', 0.02503314613135004)","('egg', 0.015930467186454834)","('coconut milk', 0.024060360357691043)","('loves', 0.019750074578300546)","('dented', 0.030975965360279696)","('shipping', 0.01884904893155983)","('gluten', 0.014768782188450734)","('sticks', 0.026041398472243515)","('bread mix', 0.022276288021340924)","('candies', 0.016563197620055228)","('hot chocolate', 0.03954489870959363)","('decaf coffee', 0.01854874751434149)","('tasty', 0.023008542574739138)","('ants', 0.019083705895362364)","('black', 0.024434031971314683)","('chocolate milk', 0.015725593868019357)","('sweeteners', 0.0166459250784326)","('olives', 0.03469499293143986)","('gums', 0.021200470828359748)","('paste', 0.028121891848609974)","('seed', 0.0349545216290615)","('drinks', 0.025102851424751722)","('annies', 0.02952765355867222)","('vanilla ice', 0.029264253007163336)","('pricey good', 0.02568789486440925)","('flavor dishes', 0.022462508962151583)","('truffle oil', 0.022952874408460066)","('mcdougalls', 0.014753657113748661)","('cinnamon', 0.021061780306911443)","('baby', 0.03578805236385314)","('audrey', 0.025911969183729826)","('soymilk', 0.024189208187824923)","('hair', 0.03709765093234199)","('theyd', 0.022760890839233237)","('taste like', 0.02424462706547229)","('free', 0.041535507490692)","('plug', 0.02996405965599226)","('caviar', 0.021393378891400167)","('sardine', 0.02994719940172957)","('half price', 0.028828470666108864)","('similac', 0.026648612373440024)","('crystalized ginger', 0.02381524325781206)","('future taste', 0.02212017146717184)","('pretzels chips', 0.02798401954502683)","('water', 0.02548694310715694)","('kernels', 0.030225310631930184)","('kona blend', 0.038642673569084525)","('baked', 0.045293167221552494)","('bars', 0.020760228158232252)","('expiration', 0.03508906986470043)","('dressings', 0.04982719583184728)","('nutiva hemp', 0.030773081399618995)","('dish husband', 0.02659720087730869)","('chocolate flavor', 0.02155870141106155)"
"('product', 0.0062516612927057385)","('starbucks', 0.00904073713335981)","('iced', 0.008860266606358459)","('drink', 0.021385555437359628)","('bag', 0.012820145391422483)","('price', 0.010633324723242112)","('almond', 0.01358651827844995)","('chocolate chip', 0.008669714355668467)","('fiber', 0.013877402982131349)","('boxes', 0.014826888740022477)","('cup', 0.02515167100026403)","('flakes', 0.01341071762880474)","('meat', 0.011053854175529886)","('candies', 0.014110973584853687)","('science', 0.01420642764847477)","('graham cracker', 0.014828499003324482)","('dirt', 0.012728477373800446)","('chicken', 0.02033997161763233)","('almond butter', 0.017286166471625862)","('table salt', 0.026793177278490593)","('hot cocoa', 0.024252504966767358)","('oil', 0.015116173735548686)","('chipotle', 0.020297166527706443)","('syrups', 0.013841200957514675)","('bag', 0.025435825694420343)","('lobster', 0.012900876241968022)","('service', 0.021867769224259568)","('products', 0.017442652243277207)","('package', 0.012669971247216378)","('rice cakes', 0.015392812538569903)","('aftertaste', 0.01173145861300325)","('hines', 0.018828342916101453)","('extract', 0.017933774245586877)","('earths', 0.021124671548904107)","('drink', 0.017110921769134677)","('drinking', 0.016039321466661906)","('gf', 0.01884057358380154)","('shake', 0.014949360461072266)","('refreshing', 0.014101982241403974)","('old', 0.01826737093636257)","('dop', 0.03025345221359878)","('shipped', 0.018175684333260427)","('penne', 0.013608194458367012)","('salty', 0.01952001784582486)","('bread machine', 0.022276288021340924)","('snack', 0.01617061709222869)","('chocolate', 0.03697565681391477)","('riviera', 0.01727102953383731)","('yogurt', 0.02090712635780895)","('jars', 0.01707088019362885)","('molasses', 0.0220210640616528)","('dark chocolate', 0.014523056900744496)","('related', 0.016362495932938245)","('olive juice', 0.02592398978513358)","('breath', 0.02085934364267253)","('chicken', 0.021514244294594892)","('chia', 0.03092889424315896)","('drink', 0.024881625922441832)","('mac cheese', 0.02622817019467438)","('ice cream', 0.02690290420450486)","('kept raising', 0.02568789486440925)","('slaw', 0.022462508962151583)","('dish', 0.020771558982260872)","('dr mcdougalls', 0.014753657113748661)","('chocolate', 0.01838902626801689)","('jars', 0.03305719910653251)","('arrived', 0.024595200729327173)","('cows', 0.017706812161474614)","('skin', 0.02318603183271374)","('great good', 0.022394655641034936)","('berries', 0.02186362670464595)","('cookie', 0.03196966285004736)","('recording', 0.023985747558207707)","('amazon', 0.01962821025189543)","('olive oil', 0.02702782473848428)","('price', 0.02711299399068903)","('colon', 0.022936923540651393)","('sickness', 0.02381524325781206)","('long wouldnt', 0.02212017146717184)","('pretzel', 0.024574437660786524)","('coconut water', 0.02408656098845826)","('seed', 0.024176569870153417)","('roasters', 0.03757650056703111)","('chips', 0.0319726303434776)","('1020', 0.018083536095883767)","('date', 0.03019293882305221)","('gbr', 0.03603536271377108)","('protein', 0.027875037873751982)","('enjoy dish', 0.02659720087730869)","('delicious', 0.021294867682171287)"
